Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd
1159,8,1580,3,830,1580,1580,2,7,2007,2008
1107,7,1442,2,719,910,1442,2,6,1990,1991
1025,8,2898,2,665,1565,2898,2,10,1976,1976
69,4,747,1,220,747,747,1,4,1945,1950
319,7,2646,3,656,1347,1372,2,9,1993,1993
292,5,1716,0,0,780,936,2,9,1912,2000
47,7,2149,2,670,1434,1518,1,6,2003,2003
278,4,864,2,400,864,864,1,4,1951,1951
1341,4,872,4,480,858,872,1,5,1971,1971
298,7,1950,2,576,975,975,2,7,1997,1998
225,10,2392,3,968,2392,2392,2,8,2003,2003
1339,7,1861,2,492,916,920,2,8,2002,2002
1055,8,1989,2,586,1065,1091,2,7,2002,2002
1407,5,768,2,396,768,768,1,5,1972,2007
365,6,1574,2,566,796,790,2,6,1976,1976
428,4,907,1,352,907,907,1,5,1957,1957
367,6,1394,2,514,1394,1394,1,6,1963,1963
1,7,1710,2,548,856,856,2,8,2003,2003
774,5,912,1,275,912,912,1,5,1958,1958
1027,5,1264,2,461,1268,1264,1,6,1960,1960
67,7,2207,2,576,1947,2207,2,7,1970,1989
1207,4,1056,1,384,1056,1056,1,5,1966,1966
32,5,1228,1,271,1228,1228,1,6,1966,2006
846,5,1701,2,611,1390,1701,2,6,1975,1981
1119,5,1601,1,300,533,1021,1,6,1958,1987
29,5,1600,1,319,1484,1600,1,6,1957,1997
295,6,1644,2,418,1416,1644,1,7,1953,1953
1199,7,1212,2,573,1212,1212,2,6,2001,2001
114,6,2259,2,450,1809,2259,2,7,1953,1953
246,7,1872,2,604,1845,1872,2,6,1988,1988
416,7,1340,2,396,1340,1340,2,6,2007,2007
770,8,3279,3,841,1650,1690,3,12,2003,2003
162,9,2668,3,726,1572,1572,2,10,2003,2004
679,8,2046,3,834,2046,2046,2,7,2008,2008
412,5,1056,2,572,1056,1056,1,5,1955,1955
1146,5,1576,1,225,1042,1042,1,8,1928,1950
39,5,1057,1,246,1057,1057,1,5,1953,2007
1180,5,1124,0,0,0,1124,1,5,1954,1954
1352,6,1716,2,490,858,858,1,8,1962,1962
2,6,1262,2,460,1262,1262,2,6,1976,1976
248,6,1375,2,451,1367,1375,1,5,1954,1954
1335,5,1365,2,440,765,765,1,7,1970,1970
666,8,1936,2,504,1406,1454,2,7,2000,2000
1383,7,1762,2,576,596,998,1,8,1920,1950
1087,4,1092,1,286,546,546,1,6,1973,1973
1331,8,1588,3,825,1588,1588,2,7,2006,2006
93,5,964,2,432,876,964,1,5,1921,2006
382,7,1301,2,572,1293,1301,2,5,2006,2006
115,6,2320,1,180,1028,1436,2,9,1945,2002
1060,6,1991,2,432,854,1096,1,7,1932,1950
255,5,1314,1,294,1314,1314,1,5,1957,1957
430,6,1412,2,576,1392,1412,2,6,1988,1988
589,5,1473,1,452,1437,1473,1,5,1968,2003
179,9,2234,3,1166,2216,2234,2,9,2008,2009
1170,10,3627,3,807,1930,1831,3,10,1995,1996
896,6,1796,2,483,780,983,1,8,1963,1963
390,10,2332,3,846,1682,1742,2,9,2007,2008
133,5,1327,2,624,1063,1327,1,7,1959,2002
1045,8,2524,2,542,2524,2524,2,9,1981,1981
1364,6,1412,2,432,616,616,2,6,2006,2007
571,5,1728,2,576,1728,1728,2,10,1965,1965
290,6,1396,1,384,698,698,1,7,1915,2003
247,6,1928,1,440,1020,908,2,9,1910,1950
1187,3,1699,2,420,978,1014,2,7,1900,1970
776,6,1204,2,412,1204,1204,2,5,1998,1998
553,8,1717,3,908,1709,1717,2,7,2006,2006
90,4,990,0,0,990,990,1,5,1994,1995
193,7,1431,2,666,1431,1431,2,6,1999,1999
951,5,864,2,720,864,864,1,5,1950,2002
1436,6,1537,2,462,1319,1537,1,7,1962,2005
1061,8,1338,2,582,1338,1338,2,6,2001,2001
437,6,1118,2,440,648,734,1,6,1920,1950
953,5,768,1,396,768,768,1,5,1972,2003
893,6,1068,1,264,1059,1068,1,6,1963,2003
652,4,1510,1,296,755,755,1,7,1940,1950
1448,8,2090,2,556,1220,1220,2,8,1995,1996
147,5,875,1,180,715,875,1,5,1931,1993
119,7,3222,3,594,1673,1699,3,11,1990,1990
1169,6,2108,2,540,1127,1236,2,7,1935,1986
1400,6,1608,1,216,976,1160,2,7,1925,1990
534,1,334,0,0,0,334,1,2,1946,1950
863,6,1097,2,480,1040,1097,2,6,1984,1985
803,7,1456,2,410,728,728,2,7,2005,2005
1374,10,2633,3,804,2633,2633,2,8,2001,2002
1039,4,1344,0,0,546,798,1,6,1970,2008
937,7,1200,2,555,1176,1200,2,5,2003,2003
898,5,2240,2,528,0,1120,2,12,1979,1979
27,5,900,2,576,900,900,1,5,1951,2000
677,4,1774,3,779,1095,1095,2,8,1900,1950
15,6,1253,1,352,1253,1253,1,5,1960,1960
501,6,1218,1,264,672,672,1,7,1973,1973
888,5,1393,1,300,816,872,1,8,1955,1955
83,8,1563,3,758,1563,1563,2,6,2007,2007
1024,7,1504,2,437,1346,1504,2,7,2005,2006
1224,5,2136,2,528,2136,2136,2,7,1951,1951
1371,4,1374,1,338,840,840,1,6,1920,1950
1345,7,1456,2,440,728,728,2,8,2006,2006
601,8,1904,2,736,1058,1058,2,8,2005,2005
876,8,2610,2,550,1184,1184,2,11,2007,2007
274,6,1632,1,338,1240,1632,2,6,1958,1988
913,5,1015,1,450,768,1015,1,6,1925,1950
685,7,1839,2,486,1195,1195,2,7,1998,1998
1090,8,1247,2,550,1247,1247,1,4,2005,2005
467,7,1277,2,526,1277,1277,1,5,1970,1970
1337,5,1656,2,506,1656,1656,2,8,1973,1973
1272,6,1489,2,462,1489,1489,2,7,1968,1968
663,6,1392,2,576,1392,1392,1,5,1968,1968
448,7,1886,2,431,930,956,2,10,1998,1999
372,4,1588,2,680,0,1120,2,7,1959,1959
558,4,1336,1,570,637,897,1,7,1920,1950
855,5,1779,2,454,1763,1779,1,6,1955,1974
1030,6,1218,1,264,672,672,1,7,1972,1972
272,7,1363,2,439,1385,1363,1,5,1954,2005
606,7,1986,2,486,768,1186,2,7,1965,1990
450,3,1183,1,308,649,679,1,6,1948,2002
1244,10,2076,3,850,2076,2076,2,7,2006,2006
524,10,4676,3,884,3138,3138,3,11,2007,2008
215,6,1392,1,299,689,689,1,6,1977,1977
345,5,1112,1,336,536,536,1,4,1976,1976
839,5,1099,1,352,1099,1099,1,6,1995,2006
1268,9,2018,3,746,2002,2018,2,10,2008,2009
148,7,2035,2,434,884,884,2,8,2001,2001
1308,5,990,2,480,990,990,1,5,1994,1995
1102,5,950,1,280,950,950,1,5,1971,1971
724,4,1470,1,548,941,997,2,7,1954,1972
413,7,1478,2,484,1470,1478,2,7,2009,2009
689,8,1419,2,567,1419,1419,2,7,2007,2007
1302,6,1494,1,213,771,753,1,7,1942,1950
784,5,1110,2,602,1097,1110,1,4,1978,1978
343,3,1040,2,400,0,1040,2,6,1949,1950
948,8,1629,3,808,1616,1629,2,9,2002,2003
748,7,2640,4,864,1240,1320,1,8,1880,2003
174,6,1362,2,504,1362,1362,1,6,1961,1961
1004,5,1680,2,528,1680,1680,2,8,1976,1976
378,8,2466,2,610,1580,1580,3,8,2004,2005
983,7,1266,2,388,1266,1266,2,6,2007,2007
739,5,1200,0,0,1200,1200,3,5,1987,1988
306,8,2000,3,888,2000,2000,2,8,2004,2005
544,7,767,1,367,723,767,1,4,1998,1998
1041,5,1803,2,484,1134,1803,2,8,1957,2000
1010,5,1522,0,0,1008,1008,2,7,1926,1950
19,5,1114,2,576,1114,1114,1,6,2004,2004
286,7,1250,2,528,625,625,2,5,2006,2007
222,6,2267,2,390,1010,1010,2,8,2002,2002
1015,6,1082,1,240,1082,1082,1,5,1948,1950
23,8,1795,2,534,1777,1795,2,7,2002,2002
1154,6,816,1,432,816,816,1,5,1930,2007
117,5,1092,1,288,1092,1092,1,6,1962,1962
979,4,894,2,400,894,894,1,5,1954,1954
407,6,1639,1,240,1064,1166,1,6,1936,1950
362,5,1505,1,240,883,988,1,8,1940,1982
96,6,1470,2,420,680,680,2,6,1993,1993
1196,6,1456,2,400,728,728,2,8,2005,2005
262,8,2574,3,868,1482,1482,2,10,2007,2007
1197,7,1863,3,660,879,879,2,9,2006,2006
1171,6,1118,1,358,1096,1118,1,6,1977,1977
609,8,3194,2,380,965,1940,2,10,1934,1998
180,5,968,2,480,968,968,1,5,1923,2006
103,5,1535,2,410,0,1535,2,8,1979,1979
575,5,1109,1,288,372,576,1,5,1971,2005
717,7,2554,2,704,718,1576,1,8,1890,1998
1008,4,1092,1,286,546,546,1,6,1970,1970
564,6,1674,2,396,1163,1163,2,8,1918,1950
185,5,1252,2,576,504,936,1,5,1908,1991
468,5,1644,1,312,728,888,1,7,1942,1995
381,5,1691,1,308,1026,1026,2,6,1924,1950
904,7,1670,3,690,1670,1670,2,7,2006,2006
604,7,1200,2,480,600,600,2,4,2004,2005
72,4,845,2,360,845,845,1,4,1982,2006
1230,5,1507,1,404,1075,1507,2,7,1960,1960
397,5,894,2,600,894,894,1,6,1972,1972
875,5,1131,1,200,676,676,1,5,1941,1950
1054,5,1526,1,364,1216,1526,1,7,1957,2002
924,6,1617,2,533,1604,1617,2,5,1993,1994
347,6,958,1,301,958,958,1,5,1960,1998
1013,6,1502,1,180,602,900,1,7,1923,1996
1318,7,1352,2,466,1352,1352,2,5,2006,2007
30,4,520,1,240,520,520,1,4,1927,1950
1208,6,1700,2,544,1682,1700,2,7,2003,2003
797,6,1285,2,528,660,1285,1,7,1977,1977
40,4,1152,0,0,0,1152,2,6,1955,1955
505,6,1322,2,440,855,855,2,6,1974,1974
158,8,1968,3,680,774,774,2,8,2009,2010
933,9,1905,3,788,1905,1905,2,8,2006,2006
659,6,1458,1,330,912,912,1,6,1948,1950
734,5,1144,1,264,864,1144,1,6,1961,1983
636,6,3395,0,0,1440,1440,2,14,1914,1995
1286,6,1412,1,280,780,825,1,6,1939,1950
1458,7,2340,1,252,1152,1188,2,9,1941,2006
1375,7,1958,3,936,1026,1026,2,9,2005,2005
395,5,1034,1,240,735,735,1,5,1940,1950
53,5,816,2,516,816,816,1,5,1963,1963
989,6,2030,2,551,848,1118,2,8,1976,1976
1384,5,1416,2,576,816,1416,2,7,1918,2007
360,8,1924,2,592,1086,1086,2,7,1998,1998
1429,5,804,1,240,788,804,1,4,1940,1992
403,5,672,1,240,672,672,1,4,1940,1997
990,7,1576,2,614,770,778,2,6,2006,2006
422,6,1602,2,529,1602,1602,2,8,1977,2000
449,6,1376,1,198,780,780,2,7,1937,1950
678,5,792,1,240,768,792,1,5,1924,2006
285,6,1575,2,529,1575,1575,2,5,1992,1992
593,5,816,2,816,816,816,1,4,1982,2003
228,6,987,1,280,483,483,1,5,1970,1970
960,7,1416,2,484,696,696,2,6,1999,1999
354,6,720,2,484,624,720,1,5,1928,2003
823,7,1733,2,433,847,847,2,7,2003,2003
964,9,1800,2,702,1800,1800,2,7,2007,2007
836,4,1067,2,436,1067,1067,2,4,1950,1995
1211,6,1845,2,462,1055,1055,2,8,1992,1992
940,7,2403,1,349,1032,1207,2,10,1940,1950
692,10,4316,3,832,2444,2444,3,10,1994,1995
1178,6,1224,1,210,818,818,1,5,1926,2004
335,6,1638,2,472,943,943,2,7,1998,1998
874,5,1268,1,288,832,1036,1,6,1949,1950
806,7,1428,2,554,1417,1428,2,6,2008,2008
8,7,2090,2,484,1107,1107,2,7,1973,1973
518,7,2344,3,889,1264,1277,2,7,1996,1997
198,8,3112,2,795,1360,1360,2,8,1918,1990
297,5,1558,1,282,910,910,1,6,1950,1950
1070,5,893,2,576,845,893,1,4,1949,2003
1296,5,1052,1,288,1052,1052,1,5,1968,1968
123,6,1080,1,288,1080,1080,1,5,1958,1958
379,9,1856,3,834,1856,1856,1,8,2010,2010
1276,5,1920,2,400,928,928,2,10,1948,1950
1075,7,1240,3,826,1240,1240,2,5,2006,2006
163,7,1541,2,532,1541,1541,2,7,2005,2005
125,6,1586,2,435,1362,1586,2,7,1979,1998
552,5,928,1,288,928,928,1,5,1957,1957
5,8,2198,3,836,1145,1145,2,9,2000,2000
916,4,1092,1,286,546,546,1,6,1970,1970
959,7,1337,2,531,1337,1337,2,6,2003,2003
1245,8,1517,2,400,792,792,1,7,1929,1950
612,6,1032,2,564,1032,1032,2,6,1978,1978
288,4,858,0,0,858,858,1,5,1971,1971
957,6,1229,2,462,561,561,1,5,1980,1980
1453,5,1072,2,525,547,1072,1,5,2005,2005
1103,5,1134,1,254,1010,1134,1,6,1960,2002
909,5,902,2,484,864,902,1,5,1983,1983
507,8,1911,2,471,777,1065,2,8,1993,1994
357,6,1167,2,400,1158,1167,2,6,1992,1992
353,5,1111,1,200,616,616,1,5,1941,1950
845,5,1416,3,720,876,876,1,7,1915,1950
837,5,1559,2,812,1559,1559,1,5,1948,1973
947,5,1144,1,796,1144,1144,1,6,1959,1959
668,6,1679,2,575,1408,1679,2,7,1994,1998
887,5,1712,2,588,1626,1712,2,8,1959,2005
1219,4,912,0,0,0,672,1,3,1947,1950
334,7,1358,2,484,1358,1358,2,6,2004,2004
154,6,1252,2,564,1602,1252,1,4,1960,1975
788,7,2084,2,618,956,956,2,8,2004,2004
502,7,1768,2,603,866,866,2,7,2005,2005
722,6,848,2,420,848,848,1,3,2004,2004
374,5,1319,1,270,608,1319,1,5,1953,1953
591,7,1582,2,520,770,770,2,6,2004,2004
313,5,1118,2,410,793,793,1,5,1939,1950
43,5,884,2,504,840,884,1,5,1983,1983
1132,5,974,0,0,974,974,1,5,1991,1992
646,6,981,2,576,981,981,1,5,1971,1971
1241,7,1768,2,543,884,884,2,8,2003,2003
972,7,1626,2,474,764,764,2,6,2003,2004
1275,5,1250,2,552,661,661,2,8,1910,2003
523,6,1664,2,420,1004,1004,2,7,1947,1950
1183,10,4476,3,813,2396,2411,3,10,1996,1996
763,7,1547,2,614,756,764,2,7,2009,2009
1235,5,1964,0,0,940,1024,1,7,1911,1950
1094,5,1200,2,884,864,1200,1,6,1965,1998
705,7,1484,2,606,1473,1484,2,7,2004,2005
1217,6,1902,2,539,0,1318,2,8,1978,1978
1303,8,2526,3,844,1165,1203,2,8,1994,1994
945,6,1344,2,525,819,1344,1,7,1958,1958
169,7,1720,2,440,840,840,2,7,2004,2004
361,6,912,2,470,888,912,1,5,1978,1978
1019,7,1472,2,402,384,802,2,7,1991,1992
1441,6,2555,2,672,588,1423,2,11,1922,1994
744,5,1464,2,480,520,1464,2,6,1963,1999
273,8,2270,3,671,1152,1164,2,9,1999,2007
520,7,2080,1,282,1276,1276,1,9,1926,2004
815,5,1250,1,280,686,686,1,7,1918,1950
819,6,1052,2,440,1010,1052,1,6,1971,1971
735,5,948,1,300,948,948,1,6,1968,1968
1368,5,1475,1,336,757,925,2,6,1977,1977
1370,8,1668,2,502,1657,1668,2,8,2003,2003
1136,6,986,1,180,960,986,1,5,1926,1950
1443,10,2007,3,812,1017,1026,2,10,2008,2008
129,6,1348,2,453,660,660,1,6,1966,1966
999,3,1077,1,210,1007,1077,1,6,1922,1950
1295,5,864,2,572,864,864,1,5,1955,1990
545,7,1496,2,426,654,664,2,7,2006,2006
380,6,1800,2,463,982,1007,2,7,2000,2000
204,6,848,2,420,848,848,1,3,2004,2004
344,9,1684,2,564,1684,1684,2,6,2005,2005
1248,6,1034,3,888,1012,1034,1,6,1976,1976
1353,6,1176,2,624,698,786,1,4,1937,2000
519,6,1796,2,546,794,882,2,7,1998,1998
489,5,2414,2,520,954,1766,2,10,1900,1970
1434,6,1792,2,451,936,962,2,8,2000,2000
918,4,1229,1,284,1134,1229,1,6,1956,1956
233,6,987,1,288,483,483,1,5,1972,1972
795,7,1895,2,409,712,1086,2,7,1994,1996
1365,7,1200,2,480,600,520,2,4,2005,2005
515,5,789,1,200,768,789,1,5,1926,1950
1444,6,952,1,192,952,952,1,4,1916,1950
512,7,1368,2,474,1368,1368,2,6,2005,2006
113,7,2696,3,792,1264,1282,2,10,2007,2007
1395,7,1500,3,648,1356,1500,2,6,2006,2006
218,4,1328,1,210,686,810,1,8,1925,1950
500,5,912,1,297,912,912,1,5,1958,1985
1428,5,1558,1,288,913,1048,1,6,1945,1950
935,7,2069,2,505,585,2069,2,9,1960,2007
226,5,1302,1,280,630,630,2,6,1971,1971
1043,6,1306,2,624,1306,1306,2,5,2005,2005
1247,7,1553,2,615,756,756,2,6,2005,2006
1348,8,1776,3,712,1732,1776,2,7,2006,2007
398,5,1812,1,264,864,876,2,8,1962,1962
541,9,1838,3,765,1838,1838,2,8,2006,2006
329,6,2134,2,441,844,1445,2,10,1916,1994
796,6,1564,2,476,650,888,2,7,1980,1981
849,6,2358,2,360,907,1307,3,10,1908,1997
1405,3,1214,3,936,672,694,1,6,1915,1950
94,6,2291,2,506,1214,1260,2,9,1910,1998
214,5,990,2,576,990,990,1,5,1995,1995
771,5,858,2,576,858,858,1,5,1982,1982
338,7,1536,2,532,1536,1536,2,7,2002,2003
804,9,2822,3,1020,1734,1734,3,12,2008,2009
213,7,1852,2,644,900,932,2,7,2009,2009
619,9,1828,3,774,1822,1828,2,9,2007,2007
1140,5,1167,2,495,915,1167,1,6,1920,1950
1137,6,1252,1,288,1032,1032,1,6,1950,1950
37,5,1097,2,672,1097,1097,1,6,1994,1995
106,8,1992,2,648,1053,1053,2,9,2003,2004
363,7,1922,2,672,0,495,3,7,2003,2003
851,6,848,2,420,848,848,1,3,2003,2003
757,8,1768,2,578,866,866,2,7,2007,2007
759,7,1501,2,440,744,757,2,6,1999,1999
366,5,1344,1,468,672,672,1,6,1920,1997
857,6,1026,2,576,940,1026,1,5,1978,1978
1226,6,1138,1,264,588,1138,1,6,1958,1958
1457,6,2073,2,500,1542,2073,2,7,1978,1988
566,6,1647,1,216,806,841,1,6,1915,1950
250,6,2144,2,389,1444,1444,2,7,1958,2006
477,6,1493,2,508,1478,1493,2,7,1997,1998
782,6,1603,2,484,761,810,2,7,1992,1992
455,5,1728,2,560,1728,1728,2,8,1976,1976
1317,8,1630,3,860,1622,1630,2,8,2008,2008
1108,7,2021,2,422,868,887,2,9,2006,2006
231,6,1194,1,312,1194,1194,1,6,1959,1959
653,7,1716,2,512,880,909,2,7,1996,1996
71,7,2223,2,516,2223,2223,2,8,1973,1973
611,9,2153,3,736,1440,1476,2,8,2000,2000
1401,6,1158,1,208,862,950,1,5,1929,1950
1360,9,1980,3,770,1980,1980,2,8,2004,2005
1449,4,1346,1,384,560,796,1,6,1910,2000
411,5,1276,1,350,1276,1276,1,5,1958,1958
1343,8,2169,2,647,1284,1284,2,7,2002,2002
1152,5,1466,2,528,1466,1466,1,6,1959,1959
339,7,1621,2,440,1208,1621,2,8,1984,1998
1026,5,882,2,461,882,882,1,5,1972,1972
44,5,938,1,308,938,938,1,5,1975,1980
540,8,1601,2,670,1581,1601,2,6,2001,2002
602,6,1375,1,544,780,780,1,6,1937,1950
966,6,1484,2,393,783,783,2,8,2005,2007
1397,5,1687,2,572,747,1687,1,7,1948,1950
172,6,1656,2,528,1080,1656,1,7,1960,1960
418,6,2624,3,864,1370,1370,2,10,1918,1950
838,6,987,1,264,483,483,1,5,1973,1973
1344,6,1913,2,342,896,1172,1,9,1928,1950
807,5,980,1,384,980,980,2,6,1967,1967
883,6,1593,2,389,808,808,2,7,1992,1993
1359,6,1573,2,440,756,769,2,5,2000,2000
638,5,1387,1,256,811,811,2,7,1954,1954
424,8,2630,3,696,1470,1470,2,8,1998,1998
728,7,1232,2,632,1232,1232,2,6,2007,2007
968,5,1098,1,260,1098,1098,1,6,1955,1955
377,5,914,2,576,870,914,1,5,1996,1996
525,7,2398,3,834,1379,1383,2,8,1996,1997
439,5,694,1,352,440,694,1,4,1913,2002
1292,5,1302,1,264,630,630,2,6,1972,1972
151,5,969,2,440,969,969,1,5,1975,1975
1460,5,1256,1,276,1256,1256,1,6,1965,1965
1403,7,1294,2,662,1286,1294,2,6,2006,2006
982,8,2612,3,676,1225,1276,2,8,1998,1999
955,6,980,0,0,945,980,2,4,1975,1975
1385,6,1258,1,280,560,698,1,6,1939,1950
144,7,1501,2,577,1490,1501,2,6,1999,1999
718,5,1178,2,439,1176,1178,1,5,1973,2000
527,5,928,1,252,928,928,1,4,1956,2000
584,10,2775,2,880,1237,1521,3,9,1893,2000
976,7,1382,2,490,673,673,2,6,2000,2000
567,9,2504,3,656,1122,1134,2,11,2005,2007
441,10,2402,3,672,3094,2402,2,10,2008,2008
1156,5,1437,2,528,1437,1437,2,6,1976,2004
175,6,1651,2,616,1606,1651,2,7,1986,1986
1234,5,1188,2,531,1188,1188,1,6,1959,1959
124,6,1199,2,530,1199,1199,2,5,1993,1993
139,8,1852,3,660,1004,1004,2,7,1999,2000
880,5,864,1,336,864,864,1,6,1978,2005
1076,7,1740,1,240,800,960,1,6,1940,1984
733,7,2031,2,541,1153,1153,2,8,1998,1999
625,6,1790,2,484,732,1012,1,8,1972,1972
785,6,1484,0,0,742,742,2,9,1914,2001
183,5,1340,1,252,0,1340,1,7,1957,2006
618,6,832,2,528,832,832,1,4,1954,1954
691,6,848,2,420,848,848,1,3,2004,2004
1280,4,1128,2,528,698,698,1,6,1920,1950
241,8,1566,2,750,1566,1566,2,7,2008,2008
459,8,1666,1,228,588,833,1,7,1925,1996
682,5,1520,1,281,793,848,1,6,1932,2000
466,7,1414,2,398,1375,1414,2,6,2004,2004
1188,8,1624,3,757,1624,1624,2,5,1994,1995
1192,8,1441,2,492,776,764,2,5,1999,2000
146,6,1709,2,380,970,970,2,7,2004,2006
207,5,1696,1,349,1140,1696,1,8,1962,1962
1213,4,672,1,234,672,672,1,4,1941,1950
1266,7,1452,2,506,691,713,2,6,1999,1999
325,7,2978,2,564,710,1898,2,11,1967,2007
658,7,1502,1,270,776,851,1,6,1931,2000
1332,5,954,2,576,911,954,1,6,1976,1976
715,6,1479,2,475,725,725,2,6,1976,2005
1372,6,1661,1,377,992,1661,1,8,1955,1996
1392,5,1584,3,792,1584,1584,2,8,1967,1967
80,5,1230,2,440,440,682,1,5,1910,1981
1328,5,816,1,264,816,816,1,5,1982,2008
688,7,1102,2,480,551,551,2,4,2004,2004
167,5,1867,1,303,1617,1867,1,7,1955,1993
230,7,1555,2,430,1373,1555,2,7,2005,2006
1410,7,2093,2,542,791,1236,2,7,1986,1991
1291,5,1152,2,484,1152,1152,1,6,1964,1964
741,5,1432,2,360,264,768,2,7,1910,2002
101,6,1610,2,480,1610,1610,2,6,1977,2001
291,8,1919,2,685,1079,1079,2,8,2006,2006
445,7,1908,2,493,915,933,2,8,1994,1995
879,5,1155,2,576,1109,1155,1,6,1961,1995
1078,5,1096,1,299,1096,1096,1,6,1969,1969
740,7,1728,2,572,864,864,2,7,2004,2004
392,6,1961,2,560,804,804,2,7,2001,2002
87,6,1560,2,400,684,684,2,6,2005,2005
1459,5,1078,1,240,1078,1078,1,5,1950,1996
667,6,2380,2,596,1021,1465,2,7,1965,1979
1311,7,1902,2,567,1902,1902,2,7,1959,2002
476,5,970,2,624,970,970,1,5,1963,1963
45,5,1150,1,300,1150,1150,1,6,1959,1959
789,4,901,1,281,901,901,1,4,1954,2000
1003,8,1574,3,824,1574,1574,2,7,2006,2006
1138,5,1020,0,0,780,780,1,6,1875,1996
25,5,1060,1,270,1060,1060,1,6,1968,2001
1236,5,1784,1,180,747,892,1,9,1914,1950
833,7,1829,2,613,941,941,2,7,2003,2003
1194,6,1224,2,402,1224,1224,2,5,1999,1999
592,10,2296,3,842,1722,1728,2,10,2008,2008
1437,4,864,2,528,864,864,1,5,1971,1971
974,7,1428,2,480,1428,1428,2,6,2007,2008
1057,7,1364,2,484,1364,1364,2,6,2005,2005
110,6,1844,2,546,1844,1844,2,7,1977,1977
1161,6,1456,2,440,855,855,2,7,1978,1978
223,6,1552,2,434,713,811,2,6,1975,1975
1053,6,1977,2,540,816,1127,1,9,1964,1978
723,4,864,2,463,864,864,1,5,1970,1970
56,6,1425,2,576,1425,1425,2,7,1964,1964
1439,6,1236,2,923,912,1236,1,6,1957,1996
254,6,1302,1,309,1302,1302,2,7,1964,1991
1073,5,1456,1,280,810,1002,1,7,1948,1950
643,8,2704,2,538,1952,2000,2,9,1972,1995
546,7,2183,3,786,1204,1377,2,9,1988,1988
478,9,2643,3,694,2153,2069,2,9,2006,2006
950,6,1381,2,676,1161,1381,1,5,1972,2006
844,5,1800,0,0,1800,1800,2,10,1961,1961
64,7,1710,2,480,576,902,2,9,1921,1950
414,5,1028,2,360,1008,1028,1,5,1927,1950
385,6,1953,2,501,1580,1079,2,9,1992,1992
975,7,2019,2,532,728,1136,1,8,1910,1993
885,5,892,1,288,892,892,1,5,1967,1967
452,7,1533,2,576,1533,1533,2,5,1975,1975
1259,7,1166,2,400,856,1166,2,5,2005,2005
657,5,1053,1,312,1053,1053,1,5,1959,2006
370,5,1287,2,576,1063,1287,1,7,1959,2006
690,6,1362,2,460,1362,1362,2,6,2005,2006
220,7,1248,2,438,1248,1248,2,5,2005,2006
1363,4,1738,1,368,715,1281,2,7,1920,2007
22,7,1108,1,280,637,1108,1,6,1930,1950
761,6,864,1,300,864,864,1,5,1959,1959
870,7,1949,2,574,1050,1062,2,8,1993,1994
421,7,1344,4,784,1344,1344,2,8,1997,1998
200,8,1713,3,856,1713,1713,2,7,2004,2005
451,6,813,1,270,813,813,1,5,1930,2005
1162,6,1640,2,924,1296,1640,1,7,1954,2006
1020,7,1506,2,440,1362,1506,2,6,2005,2005
912,5,1268,1,252,1268,1268,1,5,1977,1989
697,5,616,1,205,616,616,1,4,1921,1950
812,6,848,2,420,848,848,1,4,2004,2004
1237,7,1626,2,474,764,764,2,6,2003,2003
1431,5,1838,2,372,732,734,2,7,2005,2005
911,5,2274,2,480,1105,1105,2,12,1960,1960
1050,4,930,1,308,0,930,1,6,1946,2006
506,5,1960,2,400,960,960,2,10,1952,1952
1319,8,1787,3,748,1753,1787,2,7,2001,2002
1256,6,1367,1,560,884,959,1,6,1931,1950
406,4,1620,2,490,1281,1620,2,8,1976,1993
318,8,1959,3,1025,1088,1088,2,8,2006,2006
184,7,2082,2,484,1362,1362,2,6,2003,2003
1121,6,1012,1,308,1012,1012,1,6,1920,1950
1351,5,2634,4,968,1248,1338,2,12,1969,1969
610,4,1029,1,261,1029,1029,1,5,1961,1961
627,5,1422,1,286,978,1422,1,6,1960,1978
486,5,1113,1,264,1113,1113,1,5,1950,2007
279,9,2121,3,732,2121,2121,2,8,2006,2007
631,5,1750,1,240,636,1089,1,8,1880,1991
21,8,2376,3,853,1158,1158,3,9,2005,2006
171,5,1382,2,660,720,854,1,7,1941,1950
902,5,1306,1,756,992,1306,1,5,1957,2000
1040,4,630,1,286,630,630,1,3,1970,1970
177,6,2060,2,521,1151,1164,2,8,1988,1989
328,6,1383,1,292,1383,1383,1,7,1960,1960
707,7,1824,2,739,1643,1824,2,5,1971,2002
1223,6,1846,1,315,1040,1168,2,7,1949,1950
471,8,1502,2,528,1488,1502,1,4,1985,1985
1342,6,1114,2,576,1114,1114,1,6,2003,2004
267,6,1511,2,413,802,802,2,8,1997,1997
616,6,1054,2,480,936,1054,1,6,1963,1963
131,7,2157,2,487,924,1216,2,8,1966,1966
866,5,1002,2,902,1002,1002,1,5,1970,1970
1404,8,1464,3,754,1485,1464,2,6,2007,2007
1347,7,2156,2,508,1568,2156,2,9,1968,2003
490,4,630,1,286,630,630,1,3,1970,2002
607,5,1040,2,576,1040,1040,1,6,1996,1996
1218,8,1314,2,552,1300,1314,2,6,2009,2009
1165,5,1432,2,588,1360,1432,1,5,1978,1978
417,6,1400,2,440,672,672,1,6,1978,1978
153,6,1993,2,495,825,1097,2,8,1971,1971
890,6,1505,2,505,1505,1505,1,6,1953,1953
